geography_type,row_count,geo_count,mean_target,std_target,median_target,mean_abs_target,p05_target,p95_target
zori_zip,69058,752,0.003942169915841115,0.011185804754600154,0.0034848287215716,0.00880591840571383,-0.012923583596365605,0.022365117903932034
zori_city,46386,368,0.004073914181689027,0.008037075134547645,0.00361900064371175,0.006756109066603791,-0.00781918074545315,0.01782641187664085
zori_msa,23541,182,0.00414313888834858,0.006566191285868384,0.0036667464795374,0.005866698767249498,-0.0054808559714309,0.0153582113254797
zori_country,132,1,0.003887574843105786,0.004528354332836659,0.0037216806890249497,0.0044819355657796335,-0.00197268974748372,0.011923200669313516
