geography_entity_id,geography_type,geography_name,mean_abs_target_pre_2020,mean_abs_target_recent_2023_plus,mean_abs_target_shock_2020_2022,mean_target_pre_2020,mean_target_recent_2023_plus,mean_target_shock_2020_2022,row_count_pre_2020,row_count_recent_2023_plus,row_count_shock_2020_2022,std_target_pre_2020,std_target_recent_2023_plus,std_target_shock_2020_2022,mean_shift_shock_vs_pre,mean_shift_recent_vs_pre,mean_shift_recent_vs_shock,max_abs_mean_shift
geo:zori:city:7858,zori_city,West Palm Beach (FL),0.004879132544659907,0.003968976145353254,0.012892798843048127,0.003908667364947484,0.0012324816428221082,0.011755788961640102,59.0,37.0,36.0,0.005168247638445721,0.0048141880953577335,0.011817831911472608,0.007847121596692617,-0.0026761857221253758,-0.010523307318817994,0.010523307318817994
geo:zori:city:27219,zori_city,Spring Hill (FL),0.00638759742344739,0.007006855797462971,0.012886107479630043,0.0050337662001490435,0.0008649649437895215,0.011178602542545374,59.0,37.0,36.0,0.006265628761069382,0.009315472818709196,0.011560656123833972,0.006144836342396331,-0.004168801256359522,-0.010313637598755853,0.010313637598755853
geo:zori:city:41084,zori_city,Stone Mountain (GA),0.005913829729852291,0.005641533442646629,0.011702924146984182,0.005106242098755945,0.00048175884279154406,0.010741365726274208,59.0,37.0,36.0,0.005706352535693137,0.0076968964859427105,0.008859677048566866,0.005635123627518264,-0.004624483255964401,-0.010259606883482665,0.010259606883482665
geo:zori:city:5201,zori_city,Homestead (FL),0.004757373920815376,0.005157534769027591,0.012431785788301834,0.0041356684140902746,0.001179007714612134,0.011426558067127583,59.0,37.0,36.0,0.004481353408925807,0.007076685478947718,0.012348305020188828,0.007290889653037308,-0.0029566606994781406,-0.010247550352515448,0.010247550352515448
geo:zori:city:18298,zori_city,Glendale (AZ),0.006768348017998667,0.0035445017798234448,0.011102270403105711,0.005367611030868368,-0.0007001108062378886,0.009532236616160122,59.0,37.0,36.0,0.006271732058537544,0.0043594192372569986,0.009777911437960408,0.004164625585291754,-0.006067721837106257,-0.010232347422398012,0.010232347422398012
geo:zori:city:25482,zori_city,Lake Worth Beach (FL),0.006190820775415614,0.004859281678647846,0.014241457112192843,0.004091897025643424,0.0020184394621054025,0.011955042224149047,59.0,37.0,36.0,0.0067898562431924015,0.006271208414933832,0.014568695359085317,0.007863145198505624,-0.0020734575635380213,-0.009936602762043644,0.009936602762043644
geo:zori:city:6172,zori_city,New Port Richey (FL),0.005361726042166637,0.006143979325621495,0.012255487457502979,0.004144860168848309,0.0015482171187120514,0.011426877500137678,59.0,37.0,36.0,0.00515454732549865,0.007342568263139544,0.011734647405949785,0.007282017331289369,-0.002596643050136257,-0.009878660381425626,0.009878660381425626
geo:zori:city:11865,zori_city,Hemet (CA),0.006456318568510702,0.004130590692615643,0.01275202606864175,0.005171172144891098,0.0013012328056308912,0.011135212321440106,59.0,37.0,36.0,0.006274451122567522,0.005324031894051816,0.011151854739851145,0.0059640401765490075,-0.003869939339260207,-0.009833979515809214,0.009833979515809214
geo:zori:city:27683,zori_city,Victorville (CA),0.006702689979615639,0.006612721895569036,0.013997845628208867,0.005278209609041047,0.001004279119910289,0.010814644023006767,59.0,37.0,36.0,0.006281542484861566,0.008408307935069165,0.016292522232444498,0.00553643441396572,-0.004273930489130757,-0.009810364903096478,0.009810364903096478
geo:zori:city:7680,zori_city,Vero Beach (FL),0.012833909997926999,0.007179115949322807,0.014462884721296424,0.006444282015581195,0.0016031440644574595,0.011311429318282598,59.0,37.0,36.0,0.015618312303137752,0.008579643578135227,0.015125774122360958,0.004867147302701403,-0.004841137951123736,-0.009708285253825139,0.009708285253825139
geo:zori:city:10477,zori_city,Boca Raton (FL),0.004771853742923958,0.0033479585464607046,0.012136526070784425,0.0033317152388022834,0.0012502544953010137,0.010873823270296455,59.0,37.0,36.0,0.004996280387243207,0.004107533588915722,0.012652907803869505,0.0075421080314941715,-0.0020814607435012695,-0.009623568774995442,0.009623568774995442
geo:zori:city:6790,zori_city,Riverview (FL),0.004441017165061294,0.0036552581209311065,0.011758119609646026,0.0028365090492213714,0.0008165877694694286,0.010347137004736209,59.0,37.0,36.0,0.005024952669666257,0.004680809848474465,0.011412771919289301,0.007510627955514838,-0.002019921279751943,-0.009530549235266781,0.009530549235266781
geo:zori:city:25104,zori_city,Hialeah (FL),0.005346287864688307,0.004016794540289529,0.011646791363303056,0.0031000375420195,0.0008470523575975675,0.010340959620576795,59.0,37.0,36.0,0.006325620025770619,0.00532687010723274,0.010872358477569654,0.007240922078557295,-0.0022529851844219325,-0.009493907262979228,0.009493907262979228
geo:zori:city:26922,zori_city,Saint Petersburg (FL),0.0058501538214294855,0.0044396399867294165,0.011657397765295107,0.005379807744176717,0.0015336256333918288,0.011009435349737466,59.0,37.0,36.0,0.00453236016787909,0.00533581238223083,0.009768734210664154,0.005629627605560749,-0.0038461821107848883,-0.009475809716345637,0.009475809716345637
geo:zori:city:19307,zori_city,Melbourne (FL),0.006324253328248744,0.004210261167576354,0.010943720129353974,0.005000663864611385,0.000747188413821273,0.009849983500926003,59.0,37.0,36.0,0.005531950229023779,0.004766064371483959,0.009847008007726057,0.0048493196363146186,-0.0042534754507901115,-0.00910279508710473,0.00910279508710473
geo:zori:city:10221,zori_city,Austin (TX),0.004540700917559699,0.0049330879986550355,0.010529633472880178,0.0031362514254441596,-0.002845533584494419,0.00618790982572234,59.0,37.0,36.0,0.004480243007725542,0.005203616803516482,0.012581737487901505,0.00305165840027818,-0.0059817850099385785,-0.009033443410216759,0.009033443410216759
geo:zori:city:48443,zori_city,West Valley City (UT),0.009657781136288573,0.006690725296869419,0.012384711094750261,0.0036027519621762935,0.00040249803459788927,0.009369158689337683,45.0,37.0,36.0,0.01169895697512766,0.007750702172612817,0.013181628654166694,0.00576640672716139,-0.003200253927578404,-0.008966660654739793,0.008966660654739793
geo:zori:city:12700,zori_city,Miami (FL),0.002740916390625462,0.002451064403649769,0.011180582452827879,0.0021455408026311777,0.0010579847241468316,0.010000469272243127,59.0,37.0,34.0,0.0028706362967788833,0.002995846835466422,0.01103791863203984,0.007854928469611949,-0.0010875560784843461,-0.008942484548096295,0.008942484548096295
geo:zori:city:53673,zori_city,Ocala (FL),0.006900116110408626,0.0039008533078809648,0.011845954693892482,0.004680982639287471,0.0014398564899783864,0.010372568201327936,59.0,37.0,36.0,0.007421745669762117,0.004640897924268904,0.010708876944725207,0.005691585562040464,-0.0032411261493090846,-0.00893271171134955,0.00893271171134955
geo:zori:city:18847,zori_city,Kissimmee (FL),0.004847606069560447,0.004241982819533922,0.009876987583403997,0.0038552148158925675,-0.00010961045877671082,0.008798151433937654,59.0,37.0,36.0,0.00458511068171427,0.0053417037980748126,0.008820425671825222,0.004942936618045086,-0.003964825274669279,-0.008907761892714364,0.008907761892714364
geo:zori:city:53787,zori_city,Palm Bay (FL),0.0068192826565628105,0.004417913400366,0.010229038525258197,0.005801546160760171,0.0007609140217325567,0.009620936699151303,59.0,37.0,36.0,0.005939717005982977,0.005385725847245459,0.008571087242522393,0.003819390538391132,-0.005040632139027615,-0.008860022677418746,0.008860022677418746
geo:zori:city:19331,zori_city,Mesa (AZ),0.005676110335986042,0.0041914543346157004,0.01043266623204461,0.005401199398312582,-6.806377278507293e-05,0.008778755066567702,59.0,37.0,36.0,0.0042902355540041254,0.005000989512080863,0.009939464314619085,0.0033775556682551196,-0.005469263171097655,-0.008846818839352774,0.008846818839352774
geo:zori:city:21320,zori_city,Wilmington (NC),0.006469061706511471,0.005050965813201894,0.011093137147080599,0.004644123937553261,0.0004722802045840784,0.009011353802981122,59.0,37.0,36.0,0.00671974754328744,0.005915233445877225,0.009606072584570052,0.004367229865427862,-0.0041718437329691825,-0.008539073598397043,0.008539073598397043
geo:zori:city:18208,zori_city,Frisco (TX),0.004416555857432488,0.005017403282437838,0.009488936574370301,0.0024945068525824778,-0.0011227657154103188,0.0074016237344607695,59.0,37.0,36.0,0.004692723267857735,0.006363334817505298,0.010863540215141932,0.004907116881878292,-0.0036172725679927964,-0.008524389449871089,0.008524389449871089
geo:zori:city:31606,zori_city,Fort Lauderdale (FL),0.004369643386065948,0.00302459711374777,0.010763550944502903,0.0035858480430112183,0.0016931593835512464,0.010156004115050181,59.0,37.0,36.0,0.004008647627632077,0.0032991831542518468,0.00831350419808162,0.006570156072038962,-0.0018926886594599719,-0.008462844731498935,0.008462844731498935
geo:zori:city:5424,zori_city,Killeen (TX),0.002516343625131327,0.0035148275368239055,0.010989171019167356,0.0018142373980029266,0.0009239241612828622,0.00933177450896191,59.0,37.0,36.0,0.0027361809960564395,0.004343501255130983,0.010412383242151064,0.007517537110958984,-0.0008903132367200644,-0.008407850347679048,0.008407850347679048
geo:zori:city:54346,zori_city,Scottsdale (AZ),0.007691670264061975,0.0034845810716277407,0.011895844201881656,0.005760534873388994,0.00022222104611002705,0.008582877840870471,59.0,37.0,36.0,0.009570772404794637,0.004467695703255031,0.012820348985069063,0.002822342967481477,-0.005538313827278967,-0.008360656794760444,0.008360656794760444
geo:zori:city:46666,zori_city,Myrtle Beach (SC),0.006868104496837653,0.005372618366267232,0.012100361870641022,0.003972513777496241,0.0007194949381849405,0.009032960989356839,59.0,37.0,36.0,0.007836328442926456,0.006695035907783061,0.013097227188293767,0.005060447211860598,-0.003253018839311301,-0.008313466051171899,0.008313466051171899
geo:zori:city:25428,zori_city,Knoxville (TN),0.006016862791488466,0.00503209939117806,0.012456002765236777,0.003703112824157755,0.0026543547753070215,0.010939504232219345,59.0,37.0,36.0,0.006370664214494921,0.005665548182400384,0.01209394522150913,0.007236391408061591,-0.0010487580488507332,-0.008285149456912324,0.008285149456912324
geo:zori:city:52001,zori_city,Fayetteville (NC),0.0029204772450782106,0.004170285979840852,0.010905516241310536,0.0022863958439160175,0.003060265781580203,0.010553324864560499,59.0,37.0,36.0,0.00297988442370263,0.004331546747319878,0.007218099762090352,0.008266929020644482,0.0007738699376641854,-0.007493059082980296,0.008266929020644482
geo:zori:city:53915,zori_city,Plano (TX),0.004592881616003685,0.003939871238026595,0.009454060172978958,0.0027820232529940335,-0.0009037309450564756,0.007355298166097191,59.0,37.0,36.0,0.005097406214849864,0.004425248352626637,0.010319326544079705,0.004573274913103158,-0.003685754198050509,-0.008259029111153667,0.008259029111153667
geo:zori:city:47584,zori_city,Savannah (GA),0.006488048585845148,0.004906984111835847,0.012443325974401323,0.0039029268854052068,0.001853132504165619,0.010062624180752714,59.0,37.0,36.0,0.006681491383225332,0.005847442816475446,0.011377532356631595,0.006159697295347507,-0.002049794381239588,-0.008209491676587095,0.008209491676587095
geo:zori:city:5573,zori_city,Lawrenceville (GA),0.004874284195844768,0.004640736993393884,0.010889385003410123,0.0040856639014535375,0.000538829553678397,0.008719908039061065,59.0,37.0,36.0,0.004219491998622727,0.006019641816474805,0.009249968737821888,0.004634244137607528,-0.0035468343477751407,-0.008181078485382668,0.008181078485382668
geo:zori:city:17384,zori_city,Chandler (AZ),0.005438294634960473,0.003593004355998505,0.009973890138314971,0.004715299694269158,-1.2300239563597315e-05,0.00815578827438007,59.0,37.0,36.0,0.004493043193622878,0.0042009294090622346,0.010604550371367429,0.003440488580110912,-0.004727599933832755,-0.008168088513943668,0.008168088513943668
geo:zori:city:50779,zori_city,Asheville (NC),0.00784908015354423,0.0047574270175280865,0.009752742937146874,0.004381038624927793,0.0006752500273542864,0.008826584529217406,59.0,37.0,36.0,0.009197045848794903,0.005880866915465556,0.007611620077586133,0.004445545904289613,-0.0037057885975735065,-0.00815133450186312,0.00815133450186312
