experiment_key,experiment_label,geography_entity_id,geography_type,name,holdout_rows,y_true_std,naive_mae,linear_mae,mae_gain_vs_naive,relative_gain_pct,normalized_linear_mae,normalized_naive_mae
exp_001,exp_001 baseline mixed surface,geo:zori:zip:70658,zori_zip,29681 (SC),10,0.005570638748735604,0.0052875072046461805,0.0030419827859475396,0.00224552441869864,0.4246848905899319,0.5460743234585071,0.9491743125231936
exp_001,exp_001 baseline mixed surface,geo:zori:msa:395068,zori_msa,"Santa Rosa, CA (CA)",10,0.003678060407342297,0.00324017366771043,0.0030314050551986304,0.00020876861251180003,0.06443130335644015,0.8241857717038071,0.8809462893111437
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394851,zori_msa,"Merced, CA (CA)",10,0.0032118229050342355,0.00427596883320363,0.00301827075600151,0.00125769807720212,0.29413172225107886,0.9397376023661359,1.3313214830436149
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394849,zori_msa,"Memphis, TN (TN)",10,0.003568955544062613,0.00406125671678367,0.00300479553952325,0.0010564611772604202,0.26013159249314566,0.8419257405775449,1.1379398444847706
exp_001,exp_001 baseline mixed surface,geo:zori:msa:753899,zori_msa,"Los Angeles, CA (CA)",10,0.003786702099702285,0.00340934947823674,0.00299907429313636,0.00041027518510038005,0.1203382603394967,0.7920016452765457,0.9003479514548522
exp_001,exp_001 baseline mixed surface,geo:zori:city:5983,zori_city,Minneapolis (MN),10,0.004284395621104385,0.00422277360186142,0.00299551665870116,0.0012272569431602599,0.29062816500967015,0.6991690132315579,0.9856171033927347
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394327,zori_msa,"Anchorage, AK (AK)",10,0.00385032763653205,0.00491502731676769,0.00296835613067553,0.0019466711860921602,0.3960651814591268,0.7709359854241125,1.2765218393712083
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394589,zori_msa,"Fayetteville, NC (NC)",10,0.0034915562203510593,0.002389614762227149,0.0029675581752467498,-0.0005779434130196005,-0.24185631180188663,0.8499242137216327,0.684398191356313
exp_001,exp_001 baseline mixed surface,geo:zori:city:26529,zori_city,Pittsburgh (PA),10,0.003957093990561565,0.00328624683723192,0.00296558296244723,0.00032066387478469016,0.09757753774052852,0.749434552103316,0.8304697449871685
exp_001,exp_001 baseline mixed surface,geo:zori:zip:67720,zori_zip,23452 (VA),10,0.004394800594705158,0.006143892849349309,0.00296342594616257,0.0031804669031867397,0.517663146342726,0.6743027089176461,1.3979912664869145
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394982,zori_msa,"Pittsburgh, PA (PA)",10,0.004018926802908355,0.0032221067976192395,0.0029601097748523097,0.0002619970227669302,0.08131233358264704,0.7365423457601127,0.8017331381321786
exp_001,exp_001 baseline mixed surface,geo:zori:zip:74126,zori_zip,37042 (TN),10,0.0017969936990183464,0.002231409963587313,0.0029526055903131574,-0.0007211956267258442,-0.32320175964725834,1.6430806585054212,1.24174612565769
exp_001,exp_001 baseline mixed surface,geo:zori:city:23429,zori_city,Albuquerque (NM),10,0.003743912166048573,0.00266141235764131,0.00295177411816993,-0.0002903617605286199,-0.10910062835432029,0.7884197030416215,0.7108639945605981
exp_001,exp_001 baseline mixed surface,geo:zori:city:25320,zori_city,Jersey City (NJ),10,0.00387083570496797,0.004555309486408631,0.0029338642784446202,0.0016214452079640102,0.3559462233689734,0.7579407916174776,1.1768284250768335
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394697,zori_msa,"Huntington, WV (OH)",10,0.003253404187951795,0.0037559316509277996,0.00293349999631665,0.00082243165461115,0.21896874891426496,0.9016709350716908,1.154462044659866
