experiment_key,experiment_label,geography_type,holdout_rows,holdout_geo_count,y_true_std,naive_mae,linear_mae,mae_gain_vs_naive,relative_gain_pct,normalized_linear_mae,normalized_naive_mae
exp_001,exp_001 baseline mixed surface,zori_city,3668,367,0.007064709154840336,0.006405951983531404,0.005129382848634141,0.0012765691348972628,0.19927859874365303,0.7260571859663579,0.9067538157805706
exp_001,exp_001 baseline mixed surface,zori_country,10,1,0.003342490906086923,0.00276027586190262,0.002680441293733,7.983456816961998e-05,0.028922677356817195,0.8019292704287447,0.8258140229718961
exp_001,exp_001 baseline mixed surface,zori_msa,1820,182,0.005077672469770054,0.004680333612123171,0.0038519148397061246,0.0008284187724170462,0.1769999408314069,0.7585985237603483,0.9217478362355112
exp_001,exp_001 baseline mixed surface,zori_zip,7059,718,0.011406242561500997,0.011286221610387155,0.008471126320648663,0.002815095289738492,0.24942761066712077,0.7426745727151983,0.9894776083827164
exp_002,exp_002 Philadelphia consistent baseline,zori_city,10,1,0.0016915641929753351,0.00132909742670168,0.0010853035582531,0.00024379386844858,0.1834281396914481,0.6415976187957325,0.7857209511889093
exp_002,exp_002 Philadelphia consistent baseline,zori_msa,10,1,0.0020488448885599155,0.00196525298501165,0.0014920638243086002,0.0004731891607030499,0.24077773411968373,0.7282463561003568,0.9592004724149615
exp_003,exp_003 Philadelphia regional ZIP panel,zori_zip,336,34,0.011976849461114552,0.012840828095703003,0.009353588278049722,0.0034872398176532806,0.2715743713460532,0.7809723507353232,1.0721373878325469
