feature,weight
intercept,0.0014358749224120248
rent_growth_1m_lag1,0.429368840137695
rent_growth_1m_lag3,-0.1472385210347287
rent_growth_1m_lag12,0.15158136501169545
rent_index_lag1,-4.989446270708653e-07
unemployment_rate,0.00034813724635921443
